"DISEASE";"DISEASE_DESCRIPTION";"WHO_zone";"YEAR";"Total_Cases";"ANTIGEN_DESCRIPTION";"ANTIGEN";"Target";"Doses"
"PERTUSSIS";"Pertussis";"AMR";2019.0;7764.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10165005.0;8759815.0
"PERTUSSIS";"Pertussis";"AMR";2020.0;20504.0;"DTP-containing vaccine, 1st dose";"DTPCV1";9623421.0;8498367.0
"PERTUSSIS";"Pertussis";"AMR";2020.0;20504.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";9628466.0;7598841.0
"PERTUSSIS";"Pertussis";"AMR";2020.0;20504.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";6927459.0;4908640.0
"PERTUSSIS";"Pertussis";"AMR";2021.0;6709.0;"Pertussis-containing vaccine, pregnant women";"PERCV_PW";6845657.0;3288131.0
"PERTUSSIS";"Pertussis";"AMR";2021.0;6709.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";6962711.0;4981346.0
"PERTUSSIS";"Pertussis";"AMR";2021.0;6709.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";9676617.0;7293923.0
"PERTUSSIS";"Pertussis";"AMR";2021.0;6709.0;"DTP-containing vaccine, 1st dose";"DTPCV1";9674034.0;7874672.0
"PERTUSSIS";"Pertussis";"AMR";2022.0;3284.0;"DTP-containing vaccine, 1st dose";"DTPCV1";8712877.0;7664862.0
"PERTUSSIS";"Pertussis";"AMR";2022.0;3284.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";8711887.0;7031303.0
"PERTUSSIS";"Pertussis";"AMR";2022.0;3284.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";6280070.0;4501667.0
"PERTUSSIS";"Pertussis";"AMR";2022.0;3284.0;"Pertussis-containing vaccine, pregnant women";"PERCV_PW";2506228.0;1716592.0
"PERTUSSIS";"Pertussis";"EMR";1999.0;2842.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";12503577.0;10327180.0
"PERTUSSIS";"Pertussis";"EMR";2000.0;2138.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14140334.0;10489260.0
"PERTUSSIS";"Pertussis";"EMR";2000.0;2138.0;"DTP-containing vaccine, 1st dose";"DTPCV1";13590763.0;10938363.0
"PERTUSSIS";"Pertussis";"EMR";2001.0;4257.0;"DTP-containing vaccine, 1st dose";"DTPCV1";12686624.0;11099160.0
"PERTUSSIS";"Pertussis";"EMR";2001.0;4257.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";13201651.0;10640595.0
"PERTUSSIS";"Pertussis";"EMR";2002.0;2650.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";12756744.0;9680760.0
"PERTUSSIS";"Pertussis";"EMR";2002.0;2650.0;"DTP-containing vaccine, 1st dose";"DTPCV1";12771891.0;10655315.0
"PERTUSSIS";"Pertussis";"EMR";2003.0;1161.0;"DTP-containing vaccine, 1st dose";"DTPCV1";12921837.0;11214175.0
"PERTUSSIS";"Pertussis";"EMR";2003.0;1161.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";12961116.0;10035487.0
"PERTUSSIS";"Pertussis";"EMR";2004.0;81987.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14335410.0;11065143.0
"PERTUSSIS";"Pertussis";"EMR";2004.0;81987.0;"DTP-containing vaccine, 1st dose";"DTPCV1";14335787.0;12303425.0
"PERTUSSIS";"Pertussis";"EMR";2005.0;5164.0;"DTP-containing vaccine, 1st dose";"DTPCV1";14414667.0;13075742.0
"PERTUSSIS";"Pertussis";"EMR";2005.0;5164.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14359854.0;11851162.0
"PERTUSSIS";"Pertussis";"EMR";2006.0;10060.0;"DTP-containing vaccine, 1st dose";"DTPCV1";14313732.0;13701189.0
"PERTUSSIS";"Pertussis";"EMR";2006.0;10060.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14253945.0;12416145.0
"PERTUSSIS";"Pertussis";"EMR";2007.0;14213.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14891505.0;13246888.0
"PERTUSSIS";"Pertussis";"EMR";2007.0;14213.0;"DTP-containing vaccine, 1st dose";"DTPCV1";14960233.0;14231629.0
"PERTUSSIS";"Pertussis";"EMR";2008.0;7152.0;"DTP-containing vaccine, 1st dose";"DTPCV1";13658734.0;12533242.0
"PERTUSSIS";"Pertussis";"EMR";2008.0;7152.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14751996.0;12369929.0
"PERTUSSIS";"Pertussis";"EMR";2009.0;9790.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14667983.0;13147964.0
"PERTUSSIS";"Pertussis";"EMR";2009.0;9790.0;"DTP-containing vaccine, 1st dose";"DTPCV1";14361367.0;14191663.0
"PERTUSSIS";"Pertussis";"EMR";2010.0;6331.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";15602932.0;14831093.0
"PERTUSSIS";"Pertussis";"EMR";2010.0;6331.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10267876.0;10006715.0
"PERTUSSIS";"Pertussis";"EMR";2011.0;8514.0;"DTP-containing vaccine, 1st dose";"DTPCV1";16004962.0;15776337.0
"PERTUSSIS";"Pertussis";"EMR";2011.0;8514.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";15997000.0;14775464.0
"PERTUSSIS";"Pertussis";"EMR";2012.0;14540.0;"DTP-containing vaccine, 1st dose";"DTPCV1";16523219.0;16209489.0
"PERTUSSIS";"Pertussis";"EMR";2012.0;14540.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";16438158.0;14959308.0
"PERTUSSIS";"Pertussis";"EMR";2013.0;8751.0;"DTP-containing vaccine, 1st dose";"DTPCV1";16395611.0;16128722.0
"PERTUSSIS";"Pertussis";"EMR";2013.0;8751.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";16379607.0;15059411.0
"PERTUSSIS";"Pertussis";"EMR";2014.0;2224.0;"DTP-containing vaccine, 1st dose";"DTPCV1";17584516.0;17059171.0
"PERTUSSIS";"Pertussis";"EMR";2014.0;2224.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";17547874.0;15899194.0
"PERTUSSIS";"Pertussis";"EMR";2015.0;1358.0;"DTP-containing vaccine, 1st dose";"DTPCV1";17980745.0;16818891.0
"PERTUSSIS";"Pertussis";"EMR";2015.0;1358.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";18004289.0;15796082.0
"PERTUSSIS";"Pertussis";"EMR";2016.0;1493.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";17730636.0;15568538.0
"PERTUSSIS";"Pertussis";"EMR";2016.0;1493.0;"DTP-containing vaccine, 1st dose";"DTPCV1";17693086.0;16422132.0
"PERTUSSIS";"Pertussis";"EMR";2017.0;2137.0;"DTP-containing vaccine, 1st dose";"DTPCV1";18979099.0;17989371.0
"PERTUSSIS";"Pertussis";"EMR";2017.0;2137.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";18972156.0;16909572.0
"PERTUSSIS";"Pertussis";"EMR";2018.0;3585.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";5238119.0;4614508.0
"PERTUSSIS";"Pertussis";"EMR";2018.0;3585.0;"DTP-containing vaccine, 1st dose";"DTPCV1";19339135.0;18290245.0
"PERTUSSIS";"Pertussis";"EMR";2018.0;3585.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";19359767.0;17106728.0
"PERTUSSIS";"Pertussis";"EMR";2019.0;2043.0;"DTP-containing vaccine, 1st dose";"DTPCV1";19428178.0;18658412.0
"PERTUSSIS";"Pertussis";"EMR";2019.0;2043.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";4729353.0;4130299.0
"PERTUSSIS";"Pertussis";"EMR";2019.0;2043.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";19457879.0;17673624.0
"PERTUSSIS";"Pertussis";"EMR";2020.0;683.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";5405661.0;4953693.0
"PERTUSSIS";"Pertussis";"EMR";2020.0;683.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";18662988.0;16004043.0
"PERTUSSIS";"Pertussis";"EMR";2020.0;683.0;"DTP-containing vaccine, 1st dose";"DTPCV1";18648734.0;17201599.0
"PERTUSSIS";"Pertussis";"EMR";2021.0;5972.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";18633988.0;16299226.0
"PERTUSSIS";"Pertussis";"EMR";2021.0;5972.0;"DTP-containing vaccine, 1st dose";"DTPCV1";18638516.0;17499078.0
"PERTUSSIS";"Pertussis";"EMR";2021.0;5972.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";6263828.0;5522660.0
"PERTUSSIS";"Pertussis";"EMR";2022.0;1474.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";17134370.0;15827305.0
"PERTUSSIS";"Pertussis";"EMR";2022.0;1474.0;"Pertussis-containing vaccine, pregnant women";"PERCV_PW";17420.0;2293.0
"PERTUSSIS";"Pertussis";"EMR";2022.0;1474.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";7246515.0;5738633.0
"PERTUSSIS";"Pertussis";"EMR";2022.0;1474.0;"DTP-containing vaccine, 1st dose";"DTPCV1";17113007.0;16793496.0
"PERTUSSIS";"Pertussis";"EUR";1999.0;48897.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";3478757.0;3365982.0
"PERTUSSIS";"Pertussis";"EUR";2000.0;53675.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";6690201.0;6098954.0
"PERTUSSIS";"Pertussis";"EUR";2000.0;53675.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4142658.0;3795966.0
"PERTUSSIS";"Pertussis";"EUR";2001.0;31084.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3477177.0;3253466.0
"PERTUSSIS";"Pertussis";"EUR";2001.0;31084.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";6390371.0;5936788.0
"PERTUSSIS";"Pertussis";"EUR";2002.0;25176.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";6997991.0;6456718.0
"PERTUSSIS";"Pertussis";"EUR";2002.0;25176.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3534814.0;3232093.0
"PERTUSSIS";"Pertussis";"EUR";2003.0;25530.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7012509.0;6288692.0
"PERTUSSIS";"Pertussis";"EUR";2003.0;25530.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3147397.0;2766412.0
"PERTUSSIS";"Pertussis";"EUR";2004.0;42220.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3631339.0;3345580.0
"PERTUSSIS";"Pertussis";"EUR";2004.0;42220.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7877145.0;7377492.0
"PERTUSSIS";"Pertussis";"EUR";2005.0;26425.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7870577.0;7489140.0
"PERTUSSIS";"Pertussis";"EUR";2005.0;26425.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3562319.0;3411243.0
"PERTUSSIS";"Pertussis";"EUR";2006.0;30168.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";8365341.0;7689096.0
"PERTUSSIS";"Pertussis";"EUR";2006.0;30168.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3756875.0;3566634.0
"PERTUSSIS";"Pertussis";"EUR";2007.0;28798.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3768621.0;3592261.0
"PERTUSSIS";"Pertussis";"EUR";2007.0;28798.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7999194.0;7649520.0
"PERTUSSIS";"Pertussis";"EUR";2008.0;25270.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3507228.0;3263358.0
"PERTUSSIS";"Pertussis";"EUR";2008.0;25270.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";20679519.0;6864080.0
"PERTUSSIS";"Pertussis";"EUR";2009.0;29229.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3328944.0;3254966.0
"PERTUSSIS";"Pertussis";"EUR";2009.0;29229.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7718934.0;7356097.0
"PERTUSSIS";"Pertussis";"EUR";2010.0;28212.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3229210.0;3154862.0
"PERTUSSIS";"Pertussis";"EUR";2010.0;28212.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";8121427.0;7616935.0
"PERTUSSIS";"Pertussis";"EUR";2011.0;34436.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3792833.0;3457164.0
"PERTUSSIS";"Pertussis";"EUR";2011.0;34436.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7458353.0;7119344.0
"PERTUSSIS";"Pertussis";"EUR";2012.0;57539.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";8230237.0;7852073.0
"PERTUSSIS";"Pertussis";"EUR";2012.0;57539.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3856197.0;3477394.0
"PERTUSSIS";"Pertussis";"EUR";2013.0;38263.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3966991.0;3894203.0
"PERTUSSIS";"Pertussis";"EUR";2013.0;38263.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7812240.0;7556085.0
"PERTUSSIS";"Pertussis";"EUR";2014.0;53213.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";6954855.0;6687447.0
"PERTUSSIS";"Pertussis";"EUR";2014.0;53213.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4145982.0;4053269.0
"PERTUSSIS";"Pertussis";"EUR";2015.0;50591.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7893660.0;7266189.0
"PERTUSSIS";"Pertussis";"EUR";2015.0;50591.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4646707.0;4373357.0
"PERTUSSIS";"Pertussis";"EUR";2016.0;69937.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7676293.0;7050279.0
"PERTUSSIS";"Pertussis";"EUR";2016.0;69937.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4558602.0;4201615.0
"PERTUSSIS";"Pertussis";"EUR";2017.0;63129.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4869988.0;4608343.0
"PERTUSSIS";"Pertussis";"EUR";2017.0;63129.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";8245841.0;7754375.0
"PERTUSSIS";"Pertussis";"EUR";2018.0;57219.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";7391188.0;6934854.0
"PERTUSSIS";"Pertussis";"EUR";2018.0;57219.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7937734.0;7660142.0
"PERTUSSIS";"Pertussis";"EUR";2018.0;57219.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4945500.0;4885468.0
"PERTUSSIS";"Pertussis";"EUR";2019.0;56043.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";6912167.0;6524664.0
"PERTUSSIS";"Pertussis";"EUR";2019.0;56043.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4931117.0;4723352.0
"PERTUSSIS";"Pertussis";"EUR";2019.0;56043.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";8218891.0;7242197.0
"PERTUSSIS";"Pertussis";"EUR";2020.0;21850.0;"DTP-containing vaccine, 1st dose";"DTPCV1";5701010.0;5252498.0
"PERTUSSIS";"Pertussis";"EUR";2020.0;21850.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";8556673.0;7782706.0
"PERTUSSIS";"Pertussis";"EUR";2020.0;21850.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7570499.0;7052620.0
"PERTUSSIS";"Pertussis";"EUR";2021.0;2160.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7079201.0;6676951.0
"PERTUSSIS";"Pertussis";"EUR";2021.0;2160.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";7727935.0;7413044.0
"PERTUSSIS";"Pertussis";"EUR";2021.0;2160.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4539980.0;4498744.0
"PERTUSSIS";"Pertussis";"EUR";2021.0;2160.0;"Pertussis-containing vaccine, pregnant women";"PERCV_PW";535450.0;403748.0
"PERTUSSIS";"Pertussis";"EUR";2022.0;5056.0;"Pertussis-containing vaccine, pregnant women";"PERCV_PW";518418.0;385584.0
"PERTUSSIS";"Pertussis";"EUR";2022.0;5056.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4111823.0;3951118.0
"PERTUSSIS";"Pertussis";"EUR";2022.0;5056.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7217015.0;6804545.0
"PERTUSSIS";"Pertussis";"EUR";2022.0;5056.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";8093373.0;6759413.0
"PERTUSSIS";"Pertussis";"SEAR";1999.0;12776.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";32535243.0;30096869.0
"PERTUSSIS";"Pertussis";"SEAR";2000.0;38510.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10232956.0;10242089.0
"PERTUSSIS";"Pertussis";"SEAR";2000.0;38510.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";35693906.0;35266004.0
"PERTUSSIS";"Pertussis";"SEAR";2001.0;41863.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10615202.0;9535089.0
"PERTUSSIS";"Pertussis";"SEAR";2001.0;41863.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";35996867.0;34437478.0
"PERTUSSIS";"Pertussis";"SEAR";2002.0;41851.0;"DTP-containing vaccine, 1st dose";"DTPCV1";11275121.0;10197611.0
"PERTUSSIS";"Pertussis";"SEAR";2002.0;41851.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36405278.0;34179976.0
"PERTUSSIS";"Pertussis";"SEAR";2003.0;44338.0;"DTP-containing vaccine, 1st dose";"DTPCV1";11368843.0;10548619.0
"PERTUSSIS";"Pertussis";"SEAR";2003.0;44338.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";37054343.0;32479178.0
"PERTUSSIS";"Pertussis";"SEAR";2004.0;40277.0;"DTP-containing vaccine, 1st dose";"DTPCV1";11325044.0;10696487.0
"PERTUSSIS";"Pertussis";"SEAR";2004.0;40277.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";37009544.0;34310477.0
"PERTUSSIS";"Pertussis";"SEAR";2005.0;42842.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";37294374.0;34537964.0
"PERTUSSIS";"Pertussis";"SEAR";2005.0;42842.0;"DTP-containing vaccine, 1st dose";"DTPCV1";11500674.0;10235427.0
"PERTUSSIS";"Pertussis";"SEAR";2006.0;35103.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";37572262.0;35382429.0
"PERTUSSIS";"Pertussis";"SEAR";2006.0;35103.0;"DTP-containing vaccine, 1st dose";"DTPCV1";11539511.0;10659117.0
"PERTUSSIS";"Pertussis";"SEAR";2007.0;48926.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";37561305.0;34807763.0
"PERTUSSIS";"Pertussis";"SEAR";2007.0;48926.0;"DTP-containing vaccine, 1st dose";"DTPCV1";39092273.0;37617300.0
"PERTUSSIS";"Pertussis";"SEAR";2008.0;46452.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36982901.0;34942782.0
"PERTUSSIS";"Pertussis";"SEAR";2008.0;46452.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36982901.0;36528105.0
"PERTUSSIS";"Pertussis";"SEAR";2009.0;63798.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36676065.0;35504094.0
"PERTUSSIS";"Pertussis";"SEAR";2009.0;63798.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36676065.0;36014076.0
"PERTUSSIS";"Pertussis";"SEAR";2010.0;42826.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36940317.0;35331991.0
"PERTUSSIS";"Pertussis";"SEAR";2010.0;42826.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36940317.0;33846370.0
"PERTUSSIS";"Pertussis";"SEAR";2011.0;42867.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36736202.0;33398467.0
"PERTUSSIS";"Pertussis";"SEAR";2011.0;42867.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36736202.0;34410639.0
"PERTUSSIS";"Pertussis";"SEAR";2012.0;45847.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36191178.0;32171063.0
"PERTUSSIS";"Pertussis";"SEAR";2012.0;45847.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36406233.0;33413284.0
"PERTUSSIS";"Pertussis";"SEAR";2013.0;37602.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36347077.0;29693664.0
"PERTUSSIS";"Pertussis";"SEAR";2013.0;37602.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36705050.0;34914495.0
"PERTUSSIS";"Pertussis";"SEAR";2014.0;54953.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";10346111.0;10202227.0
"PERTUSSIS";"Pertussis";"SEAR";2014.0;54953.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10321006.0;10420191.0
"PERTUSSIS";"Pertussis";"SEAR";2015.0;29813.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36473810.0;33247011.0
"PERTUSSIS";"Pertussis";"SEAR";2015.0;29813.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36473810.0;34112002.0
"PERTUSSIS";"Pertussis";"SEAR";2016.0;43141.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36236175.0;34010928.0
"PERTUSSIS";"Pertussis";"SEAR";2016.0;43141.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36236157.0;33227597.0
"PERTUSSIS";"Pertussis";"SEAR";2017.0;33976.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36488793.0;34713040.0
"PERTUSSIS";"Pertussis";"SEAR";2017.0;33976.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36919836.0;34107200.0
"PERTUSSIS";"Pertussis";"SEAR";2018.0;17532.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";5599137.0;4145571.0
"PERTUSSIS";"Pertussis";"SEAR";2018.0;17532.0;"DTP-containing vaccine, 1st dose";"DTPCV1";33322762.0;34241047.0
"PERTUSSIS";"Pertussis";"SEAR";2018.0;17532.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";33743825.0;33381164.0
"PERTUSSIS";"Pertussis";"SEAR";2019.0;12057.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36911308.0;34652140.0
"PERTUSSIS";"Pertussis";"SEAR";2019.0;12057.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36911308.0;35647428.0
"PERTUSSIS";"Pertussis";"SEAR";2019.0;12057.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";5494107.0;4303427.0
"PERTUSSIS";"Pertussis";"SEAR";2020.0;12712.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36938400.0;32425340.0
"PERTUSSIS";"Pertussis";"SEAR";2020.0;12712.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36938337.0;33256088.0
"PERTUSSIS";"Pertussis";"SEAR";2020.0;12712.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";5446160.0;3885744.0
"PERTUSSIS";"Pertussis";"SEAR";2021.0;593.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";5370574.0;3283324.0
"PERTUSSIS";"Pertussis";"SEAR";2021.0;593.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36400388.0;31346196.0
"PERTUSSIS";"Pertussis";"SEAR";2021.0;593.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36400388.0;32396636.0
"PERTUSSIS";"Pertussis";"SEAR";2022.0;9614.0;"Pertussis-containing vaccine, 4th dose (1st booster)";"PERCV4";5491038.0;4716664.0
"PERTUSSIS";"Pertussis";"SEAR";2022.0;9614.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";35923721.0;34571819.0
"PERTUSSIS";"Pertussis";"SEAR";2022.0;9614.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36226163.0;35493009.0
"PERTUSSIS";"Pertussis";"WPR";1999.0;17957.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";3138827.0;3606649.0
"PERTUSSIS";"Pertussis";"WPR";2000.0;25301.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";3656612.0;4613338.0
"PERTUSSIS";"Pertussis";"WPR";2000.0;25301.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3655093.0;3366728.0
"PERTUSSIS";"Pertussis";"WPR";2001.0;32201.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";18596387.0;16692127.0
"PERTUSSIS";"Pertussis";"WPR";2001.0;32201.0;"DTP-containing vaccine, 1st dose";"DTPCV1";17021014.0;15333853.0
"PERTUSSIS";"Pertussis";"WPR";2002.0;30682.0;"DTP-containing vaccine, 1st dose";"DTPCV1";18425760.0;17105514.0
"PERTUSSIS";"Pertussis";"WPR";2002.0;30682.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";28414504.0;17875856.0
"PERTUSSIS";"Pertussis";"WPR";2003.0;11354.0;"DTP-containing vaccine, 1st dose";"DTPCV1";18306780.0;16994056.0
"PERTUSSIS";"Pertussis";"WPR";2003.0;11354.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";18357532.0;16929955.0
"PERTUSSIS";"Pertussis";"WPR";2004.0;21106.0;"DTP-containing vaccine, 1st dose";"DTPCV1";19162264.0;18264969.0
"PERTUSSIS";"Pertussis";"WPR";2004.0;21106.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";18832267.0;17732047.0
"PERTUSSIS";"Pertussis";"WPR";2005.0;21631.0;"DTP-containing vaccine, 1st dose";"DTPCV1";18185256.0;17294987.0
"PERTUSSIS";"Pertussis";"WPR";2005.0;21631.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";18045451.0;17001362.0
"PERTUSSIS";"Pertussis";"WPR";2006.0;9164.0;"DTP-containing vaccine, 1st dose";"DTPCV1";19836610.0;19147248.0
"PERTUSSIS";"Pertussis";"WPR";2006.0;9164.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";19507919.0;18729906.0
"PERTUSSIS";"Pertussis";"WPR";2007.0;6672.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";20448387.0;19556545.0
"PERTUSSIS";"Pertussis";"WPR";2007.0;6672.0;"DTP-containing vaccine, 1st dose";"DTPCV1";20817944.0;20126360.0
"PERTUSSIS";"Pertussis";"WPR";2008.0;25272.0;"DTP-containing vaccine, 1st dose";"DTPCV1";23081580.0;22351431.0
"PERTUSSIS";"Pertussis";"WPR";2008.0;25272.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";22725358.0;21856344.0
"PERTUSSIS";"Pertussis";"WPR";2009.0;40716.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";23256836.0;22658046.0
"PERTUSSIS";"Pertussis";"WPR";2009.0;40716.0;"DTP-containing vaccine, 1st dose";"DTPCV1";23560289.0;23134852.0
"PERTUSSIS";"Pertussis";"WPR";2010.0;47497.0;"DTP-containing vaccine, 1st dose";"DTPCV1";24804369.0;24223109.0
"PERTUSSIS";"Pertussis";"WPR";2010.0;47497.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";24745973.0;24046789.0
