country,DISEASE,DISEASE_DESCRIPTION,WHO_zone,YEAR,Total_Cases,ANTIGEN_DESCRIPTION,ANTIGEN,Target,Doses
Afghanistan,MEASLES,Measles,EMR,2019,353,"Measles-containing vaccine, 2nd dose",MCV2,1733907,905265
Palestine,PERTUSSIS,Pertussis,EMR,2021,277,"DTP-containing vaccine, 1st dose",DTPCV1,136067,135714
Palestine,PERTUSSIS,Pertussis,EMR,2021,277,"DTP-containing vaccine, 3rd dose",DTPCV3,136067,128743
Palestine,PERTUSSIS,Pertussis,EMR,2021,277,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,136067,134429
Palestine,MEASLES,Measles,EMR,2021,11,"Measles-containing vaccine, 2nd dose",MCV2,136067,134909
Palestine,MEASLES,Measles,EMR,2021,11,"Measles-containing vaccine, 1st dose",MCV1,136067,133714
"Saudi Arabia",RUBELLA,Rubella,EMR,2022,85,"Rubella-containing vaccine, 1st dose",RCV1,456564,446494
"Saudi Arabia",PERTUSSIS,Pertussis,EMR,2022,17,"DTP-containing vaccine, 3rd dose",DTPCV3,456564,446976
"Saudi Arabia",DIPHTHERIA,Diphtheria,EMR,2022,2,"DTP-containing vaccine, 3rd dose",DTPCV3,456564,446976
"Saudi Arabia",PERTUSSIS,Pertussis,EMR,2022,17,"DTP-containing vaccine, 1st dose",DTPCV1,456564,446980
"Saudi Arabia",DIPHTHERIA,Diphtheria,EMR,2022,2,"DTP-containing vaccine, 1st dose",DTPCV1,456564,446980
"Saudi Arabia",MEASLES,Measles,EMR,2022,247,"Measles-containing vaccine, 1st dose",MCV1,456564,447494
"Saudi Arabia",MEASLES,Measles,EMR,2022,247,"Measles-containing vaccine, 2nd dose",MCV2,456564,445335
"Saudi Arabia",INVASIVE_MENING,"Invasive meningococcal disease",EMR,2022,3,"Meningococcal ACYW conjugate vaccine",MEN_ACYW_CONJ,456564,445236
"Saudi Arabia",PERTUSSIS,Pertussis,EMR,2022,17,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,456564,442900
"Saudi Arabia",DIPHTHERIA,Diphtheria,EMR,2022,2,"Diphtheria-containing vaccine, 4th dose (1st booster)",DIPHCV4,456564,442900
Kazakhstan,TTETANUS,"Total tetanus",EUR,2001,8,"DTP-containing vaccine, 3rd dose",DTPCV3,222713,213452
Kazakhstan,DIPHTHERIA,Diphtheria,EUR,2001,14,"DTP-containing vaccine, 3rd dose",DTPCV3,222713,213452
Kazakhstan,PERTUSSIS,Pertussis,EUR,2001,71,"DTP-containing vaccine, 3rd dose",DTPCV3,222713,213452
Kazakhstan,MEASLES,Measles,EUR,2001,94,"Measles-containing vaccine, 2nd dose",MCV2,252644,252366
Kazakhstan,MEASLES,Measles,EUR,2001,94,"Measles-containing vaccine, 1st dose",MCV1,211107,211505
Kazakhstan,TTETANUS,"Total tetanus",EUR,2001,8,"DTP-containing vaccine, 1st dose",DTPCV1,222713,217518
Kazakhstan,DIPHTHERIA,Diphtheria,EUR,2001,14,"DTP-containing vaccine, 1st dose",DTPCV1,222713,217518
Kazakhstan,PERTUSSIS,Pertussis,EUR,2001,71,"DTP-containing vaccine, 1st dose",DTPCV1,222713,217518
"Russian Federation",MEASLES,Measles,EUR,2001,2072,"Measles-containing vaccine, 2nd dose",MCV2,1457069,1443955
"Russian Federation",MEASLES,Measles,EUR,2001,2072,"Measles-containing vaccine, 1st dose",MCV1,1175718,1155950
"Russian Federation",DIPHTHERIA,Diphtheria,EUR,2001,909,"DTP-containing vaccine, 3rd dose",DTPCV3,1191169,1141179
"Russian Federation",PERTUSSIS,Pertussis,EUR,2001,12073,"DTP-containing vaccine, 3rd dose",DTPCV3,1191169,1141179
"Russian Federation",TTETANUS,"Total tetanus",EUR,2001,42,"DTP-containing vaccine, 3rd dose",DTPCV3,1191169,1141179
Croatia,MEASLES,Measles,EUR,2001,8,"Measles-containing vaccine, 2nd dose",MCV2,101971,99450
Croatia,PERTUSSIS,Pertussis,EUR,2001,130,"DTP-containing vaccine, 3rd dose",DTPCV3,44502,41991
Croatia,TTETANUS,"Total tetanus",EUR,2001,14,"DTP-containing vaccine, 3rd dose",DTPCV3,44502,41991
Croatia,MEASLES,Measles,EUR,2001,8,"Measles-containing vaccine, 1st dose",MCV1,44992,42091
Azerbaijan,PERTUSSIS,Pertussis,EUR,2002,3,"DTP-containing vaccine, 1st dose",DTPCV1,96147,93631
Azerbaijan,PERTUSSIS,Pertussis,EUR,2002,3,"DTP-containing vaccine, 3rd dose",DTPCV3,96039,93217
Azerbaijan,MEASLES,Measles,EUR,2002,4353,"Measles-containing vaccine, 1st dose",MCV1,100532,97977
Azerbaijan,MEASLES,Measles,EUR,2002,4353,"Measles-containing vaccine, 2nd dose",MCV2,125396,122869
Turkmenistan,DIPHTHERIA,Diphtheria,EUR,2003,2,"DTP-containing vaccine, 1st dose",DTPCV1,85011,81981
Turkmenistan,DIPHTHERIA,Diphtheria,EUR,2003,2,"DTP-containing vaccine, 3rd dose",DTPCV3,85011,70805
Turkmenistan,MEASLES,Measles,EUR,2003,1,"Measles-containing vaccine, 1st dose",MCV1,85011,82535
Turkmenistan,MEASLES,Measles,EUR,2003,1,"Measles-containing vaccine, 2nd dose",MCV2,106457,78326
Denmark,MEASLES,Measles,EUR,2005,2,"Measles-containing vaccine, 2nd dose",MCV2,69695,63341
Denmark,MEASLES,Measles,EUR,2005,2,"Measles-containing vaccine, 1st dose",MCV1,64824,61905
Denmark,PERTUSSIS,Pertussis,EUR,2005,129,"DTP-containing vaccine, 3rd dose",DTPCV3,64735,60444
Denmark,PERTUSSIS,Pertussis,EUR,2005,129,"DTP-containing vaccine, 1st dose",DTPCV1,64567,60127
Germany,CRS,"Congenital rubella syndrome",EUR,2006,1,"Rubella-containing vaccine, 1st dose",RCV1,722064,671729
Germany,MEASLES,Measles,EUR,2006,2307,"Measles-containing vaccine, 2nd dose",MCV2,722062,539367
Germany,MEASLES,Measles,EUR,2006,2307,"Measles-containing vaccine, 1st dose",MCV1,722062,678695
Malta,RUBELLA,Rubella,EUR,2008,3,"Rubella-containing vaccine, 1st dose",RCV1,3962,3098
Malta,MEASLES,Measles,EUR,2008,1,"Measles-containing vaccine, 2nd dose",MCV2,4622,2582
Malta,MEASLES,Measles,EUR,2008,1,"Measles-containing vaccine, 1st dose",MCV1,3962,3098
Malta,PERTUSSIS,Pertussis,EUR,2008,1,"DTP-containing vaccine, 3rd dose",DTPCV3,4050,2897
Malta,PERTUSSIS,Pertussis,EUR,2008,1,"DTP-containing vaccine, 1st dose",DTPCV1,4096,3628
Spain,MEASLES,Measles,EUR,2008,297,"Measles-containing vaccine, 2nd dose",MCV2,438283,413669
Spain,MEASLES,Measles,EUR,2008,297,"Measles-containing vaccine, 1st dose",MCV1,459232,448915
Spain,TTETANUS,"Total tetanus",EUR,2008,15,"DTP-containing vaccine, 3rd dose",DTPCV3,496453,480971
Spain,PERTUSSIS,Pertussis,EUR,2008,563,"DTP-containing vaccine, 3rd dose",DTPCV3,496453,480971
Belarus,DIPHTHERIA,Diphtheria,EUR,2009,3,"DTP-containing vaccine, 3rd dose",DTPCV3,104901,101224
Belarus,TTETANUS,"Total tetanus",EUR,2009,1,"DTP-containing vaccine, 3rd dose",DTPCV3,104901,101224
Belarus,PERTUSSIS,Pertussis,EUR,2009,93,"DTP-containing vaccine, 3rd dose",DTPCV3,104901,101224
Belarus,RUBELLA,Rubella,EUR,2009,3,"Rubella-containing vaccine, 1st dose",RCV1,104929,103880
Belarus,DIPHTHERIA,Diphtheria,EUR,2009,3,"DTP-containing vaccine, 1st dose",DTPCV1,105088,102801
Belarus,TTETANUS,"Total tetanus",EUR,2009,1,"DTP-containing vaccine, 1st dose",DTPCV1,105088,102801
Belarus,PERTUSSIS,Pertussis,EUR,2009,93,"DTP-containing vaccine, 1st dose",DTPCV1,105088,102801
Hungary,PERTUSSIS,Pertussis,EUR,2010,25,"DTP-containing vaccine, 3rd dose",DTPCV3,93692,93578
Hungary,PERTUSSIS,Pertussis,EUR,2010,25,"DTP-containing vaccine, 1st dose",DTPCV1,93692,93660
Poland,PERTUSSIS,Pertussis,EUR,2010,1266,"DTP-containing vaccine, 3rd dose",DTPCV3,408393,404236
Poland,TTETANUS,"Total tetanus",EUR,2010,16,"DTP-containing vaccine, 3rd dose",DTPCV3,408393,404236
Poland,RUBELLA,Rubella,EUR,2010,4196,"Rubella-containing vaccine, 1st dose",RCV1,405915,398429
Poland,CRS,"Congenital rubella syndrome",EUR,2010,1,"Rubella-containing vaccine, 1st dose",RCV1,405915,398429
Poland,MEASLES,Measles,EUR,2010,13,"Measles-containing vaccine, 2nd dose",MCV2,361771,339301
Poland,MEASLES,Measles,EUR,2010,13,"Measles-containing vaccine, 1st dose",MCV1,405915,398429
Hungary,MEASLES,Measles,EUR,2011,5,"Measles-containing vaccine, 1st dose",MCV1,93264,93144
Hungary,TTETANUS,"Total tetanus",EUR,2011,4,"DTP-containing vaccine, 1st dose",DTPCV1,87802,87758
Hungary,PERTUSSIS,Pertussis,EUR,2011,9,"DTP-containing vaccine, 1st dose",DTPCV1,87802,87758
Hungary,TTETANUS,"Total tetanus",EUR,2011,4,"DTP-containing vaccine, 3rd dose",DTPCV3,87802,87660
Hungary,PERTUSSIS,Pertussis,EUR,2011,9,"DTP-containing vaccine, 3rd dose",DTPCV3,87802,87660
Hungary,MEASLES,Measles,EUR,2011,5,"Measles-containing vaccine, 2nd dose",MCV2,93572,93075
Hungary,RUBELLA,Rubella,EUR,2011,3,"Rubella-containing vaccine, 1st dose",RCV1,93264,93144
Azerbaijan,PERTUSSIS,Pertussis,EUR,2011,27,"DTP-containing vaccine, 3rd dose",DTPCV3,137846,130402
Azerbaijan,PERTUSSIS,Pertussis,EUR,2011,27,"DTP-containing vaccine, 1st dose",DTPCV1,137846,131918
Malta,PERTUSSIS,Pertussis,EUR,2014,1,"DTP-containing vaccine, 3rd dose",DTPCV3,3957,3913
Malta,PERTUSSIS,Pertussis,EUR,2014,1,"DTP-containing vaccine, 1st dose",DTPCV1,3957,3946
"North Macedonia",MEASLES,Measles,EUR,2014,116,"Measles-containing vaccine, 2nd dose",MCV2,21657,20719
"North Macedonia",MEASLES,Measles,EUR,2014,116,"Measles-containing vaccine, 1st dose",MCV1,21932,20452
"Russian Federation",RUBELLA,Rubella,EUR,2014,72,"Rubella-containing vaccine, 1st dose",RCV1,1790729,1749992
"Russian Federation",MEASLES,Measles,EUR,2014,4711,"Measles-containing vaccine, 2nd dose",MCV2,1655817,1603825
"Russian Federation",MEASLES,Measles,EUR,2014,4711,"Measles-containing vaccine, 1st dose",MCV1,1790729,1750898
"Russian Federation",TTETANUS,"Total tetanus",EUR,2014,8,"DTP-containing vaccine, 3rd dose",DTPCV3,1776336,1714570
"Russian Federation",DIPHTHERIA,Diphtheria,EUR,2014,1,"DTP-containing vaccine, 3rd dose",DTPCV3,1776336,1714570
"Russian Federation",PERTUSSIS,Pertussis,EUR,2014,4705,"DTP-containing vaccine, 3rd dose",DTPCV3,1776336,1714570
Azerbaijan,TTETANUS,"Total tetanus",EUR,2014,9,"DTP-containing vaccine, 3rd dose",DTPCV3,162114,154374
Azerbaijan,TTETANUS,"Total tetanus",EUR,2014,9,"DTP-containing vaccine, 1st dose",DTPCV1,162114,157250
Kyrgyzstan,RUBELLA,Rubella,EUR,2014,24,"Rubella-containing vaccine, 1st dose",RCV1,145539,139125
Kyrgyzstan,MEASLES,Measles,EUR,2014,318,"Measles-containing vaccine, 2nd dose",MCV2,121577,117788
Kyrgyzstan,MEASLES,Measles,EUR,2014,318,"Measles-containing vaccine, 1st dose",MCV1,145539,139125
Serbia,RUBELLA,Rubella,EUR,2015,10,"Rubella-containing vaccine, 1st dose",RCV1,67557,56733
Serbia,MEASLES,Measles,EUR,2015,383,"Measles-containing vaccine, 2nd dose",MCV2,68341,59781
Serbia,MEASLES,Measles,EUR,2015,383,"Measles-containing vaccine, 1st dose",MCV1,67557,56733
Serbia,TTETANUS,"Total tetanus",EUR,2015,4,"DTP-containing vaccine, 3rd dose",DTPCV3,66632,63268
Serbia,PERTUSSIS,Pertussis,EUR,2015,89,"DTP-containing vaccine, 3rd dose",DTPCV3,66632,63268
"North Macedonia",RUBELLA,Rubella,EUR,2015,1,"Rubella-containing vaccine, 1st dose",RCV1,21564,19140
"North Macedonia",MEASLES,Measles,EUR,2015,1,"Measles-containing vaccine, 2nd dose",MCV2,21870,20425
"North Macedonia",MEASLES,Measles,EUR,2015,1,"Measles-containing vaccine, 1st dose",MCV1,21564,19140
Azerbaijan,TTETANUS,"Total tetanus",EUR,2015,8,"DTP-containing vaccine, 3rd dose",DTPCV3,158415,151344
Azerbaijan,TTETANUS,"Total tetanus",EUR,2015,8,"DTP-containing vaccine, 1st dose",DTPCV1,158415,153944
Slovakia,PERTUSSIS,Pertussis,EUR,2016,289,"DTP-containing vaccine, 3rd dose",DTPCV3,55082,53121
Cyprus,PERTUSSIS,Pertussis,EUR,2016,2,"DTP-containing vaccine, 3rd dose",DTPCV3,9174,3961
Cyprus,PERTUSSIS,Pertussis,EUR,2016,2,"DTP-containing vaccine, 1st dose",DTPCV1,9174,3921
Denmark,MEASLES,Measles,EUR,2017,4,"Measles-containing vaccine, 2nd dose",MCV2,60562,53280
Denmark,MEASLES,Measles,EUR,2017,4,"Measles-containing vaccine, 1st dose",MCV1,59673,55809
Denmark,DIPHTHERIA,Diphtheria,EUR,2017,1,"DTP-containing vaccine, 3rd dose",DTPCV3,59673,56742
Denmark,TTETANUS,"Total tetanus",EUR,2017,2,"DTP-containing vaccine, 3rd dose",DTPCV3,59673,56742
Denmark,PERTUSSIS,Pertussis,EUR,2017,1081,"DTP-containing vaccine, 3rd dose",DTPCV3,59673,56742
Denmark,DIPHTHERIA,Diphtheria,EUR,2017,1,"DTP-containing vaccine, 1st dose",DTPCV1,62651,60207
Denmark,TTETANUS,"Total tetanus",EUR,2017,2,"DTP-containing vaccine, 1st dose",DTPCV1,62651,60207
Denmark,PERTUSSIS,Pertussis,EUR,2017,1081,"DTP-containing vaccine, 1st dose",DTPCV1,62651,60207
Iceland,PERTUSSIS,Pertussis,EUR,2019,8,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,4622,4209
Iceland,MEASLES,Measles,EUR,2019,9,"Measles-containing vaccine, 2nd dose",MCV2,4731,4426
Iceland,MEASLES,Measles,EUR,2019,9,"Measles-containing vaccine, 1st dose",MCV1,4253,3936
Iceland,PERTUSSIS,Pertussis,EUR,2019,8,"DTP-containing vaccine, 3rd dose",DTPCV3,4362,4037
Iceland,PERTUSSIS,Pertussis,EUR,2019,8,"DTP-containing vaccine, 1st dose",DTPCV1,4362,4135
"Republic of Moldova",TTETANUS,"Total tetanus",EUR,2022,1,"Tetanus-containing vaccine, 6th dose (3rd booster)",TTCV6,40607,37584
"Republic of Moldova",TTETANUS,"Total tetanus",EUR,2022,1,"Tetanus-containing vaccine, 5th dose (2nd booster)",TTCV5,45739,42641
"Republic of Moldova",TTETANUS,"Total tetanus",EUR,2022,1,"Tetanus-containing vaccine, 4th dose (1st booster)",TTCV4,37062,31671
"Republic of Moldova",TTETANUS,"Total tetanus",EUR,2022,1,"DTP-containing vaccine, 1st dose",DTPCV1,31128,27553
"Republic of Moldova",PERTUSSIS,Pertussis,EUR,2022,6,"DTP-containing vaccine, 1st dose",DTPCV1,31128,27553
"Republic of Moldova",TTETANUS,"Total tetanus",EUR,2022,1,"DTP-containing vaccine, 3rd dose",DTPCV3,31128,27260
"Republic of Moldova",PERTUSSIS,Pertussis,EUR,2022,6,"DTP-containing vaccine, 3rd dose",DTPCV3,31128,27260
"Republic of Moldova",PERTUSSIS,Pertussis,EUR,2022,6,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,37062,31239
Myanmar,MEASLES,Measles,SEAR,2000,845,"Measles-containing vaccine, 1st dose",MCV1,1088091,913288
Myanmar,TTETANUS,"Total tetanus",SEAR,2000,312,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1340287,885811
Myanmar,POLIO,Poliomyelitis,SEAR,2000,44,"Polio, 3rd dose",POL3,1088091,940464
Myanmar,TTETANUS,"Total tetanus",SEAR,2000,312,"DTP-containing vaccine, 3rd dose",DTPCV3,1088091,894863
Myanmar,DIPHTHERIA,Diphtheria,SEAR,2000,17,"DTP-containing vaccine, 3rd dose",DTPCV3,1088091,894863
Myanmar,PERTUSSIS,Pertussis,SEAR,2000,55,"DTP-containing vaccine, 3rd dose",DTPCV3,1088091,894863
Myanmar,TTETANUS,"Total tetanus",SEAR,2000,312,"DTP-containing vaccine, 1st dose",DTPCV1,1088091,945566
Myanmar,DIPHTHERIA,Diphtheria,SEAR,2000,17,"DTP-containing vaccine, 1st dose",DTPCV1,1088091,945566
Myanmar,PERTUSSIS,Pertussis,SEAR,2000,55,"DTP-containing vaccine, 1st dose",DTPCV1,1088091,945566
Myanmar,MEASLES,Measles,SEAR,2001,2519,"Measles-containing vaccine, 1st dose",MCV1,1175238,918088
Maldives,MEASLES,Measles,SEAR,2004,37,"Measles-containing vaccine, 1st dose",MCV1,5198,5050
"Sri Lanka",TTETANUS,"Total tetanus",SEAR,2006,37,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,367657,339759
"Sri Lanka",RUBELLA,Rubella,SEAR,2006,2,"Rubella-containing vaccine, 1st dose",RCV1,357043,334063
"Sri Lanka",CRS,"Congenital rubella syndrome",SEAR,2006,2,"Rubella-containing vaccine, 1st dose",RCV1,357043,334063
"Sri Lanka",NTETANUS,"Neonatal tetanus",SEAR,2006,2,"Protection at birth (PAB) against neonatal tetanus",PAB,367657,339759
"Sri Lanka",TTETANUS,"Total tetanus",SEAR,2006,37,"DTP-containing vaccine, 1st dose",DTPCV1,363771,349413
"Sri Lanka",TTETANUS,"Total tetanus",SEAR,2006,37,"DTP-containing vaccine, 3rd dose",DTPCV3,363771,340975
Indonesia,TTETANUS,"Total tetanus",SEAR,2006,318,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,4694092,2534810
Indonesia,POLIO,Poliomyelitis,SEAR,2006,2,"Polio, 3rd dose",POL3,4751636,3998904
Indonesia,MEASLES,Measles,SEAR,2006,20422,"Measles-containing vaccine, 1st dose",MCV1,4751636,4205768
Indonesia,DIPHTHERIA,Diphtheria,SEAR,2006,432,"DTP-containing vaccine, 3rd dose",DTPCV3,4751636,4287814
Indonesia,TTETANUS,"Total tetanus",SEAR,2006,318,"DTP-containing vaccine, 3rd dose",DTPCV3,4751636,4287814
Indonesia,PERTUSSIS,Pertussis,SEAR,2006,3356,"DTP-containing vaccine, 3rd dose",DTPCV3,4751636,4287814
Indonesia,DIPHTHERIA,Diphtheria,SEAR,2006,432,"DTP-containing vaccine, 1st dose",DTPCV1,4751636,4634688
Indonesia,TTETANUS,"Total tetanus",SEAR,2006,318,"DTP-containing vaccine, 1st dose",DTPCV1,4751636,4634688
Indonesia,PERTUSSIS,Pertussis,SEAR,2006,3356,"DTP-containing vaccine, 1st dose",DTPCV1,4751636,4634688
Indonesia,MEASLES,Measles,SEAR,2006,20422,"Measles-containing vaccine, 2nd dose",MCV2,3422473,2003884
Bhutan,MEASLES,Measles,SEAR,2007,11,"Measles-containing vaccine, 1st dose",MCV1,13344,14707
Timor-Leste,MEASLES,Measles,SEAR,2009,10,"Measles-containing vaccine, 1st dose",MCV1,41796,30325
Timor-Leste,TTETANUS,"Total tetanus",SEAR,2009,9,"DTP-containing vaccine, 3rd dose",DTPCV3,41796,32542
Timor-Leste,TTETANUS,"Total tetanus",SEAR,2009,9,"DTP-containing vaccine, 1st dose",DTPCV1,41796,33585
Timor-Leste,TTETANUS,"Total tetanus",SEAR,2009,9,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,50180,19470
"Democratic People's Republic of Korea",MEASLES,Measles,SEAR,2014,3,"Measles-containing vaccine, 2nd dose",MCV2,345878,342044
"Democratic People's Republic of Korea",MEASLES,Measles,SEAR,2014,3,"Measles-containing vaccine, 1st dose",MCV1,342458,339197
Indonesia,POLIO,Poliomyelitis,SEAR,2018,1,"Polio, 3rd dose",POL3,4720024,4380647
Indonesia,DIPHTHERIA,Diphtheria,SEAR,2018,1026,"Diphtheria-containing vaccine, 4th dose (1st booster)",DIPHCV4,4776020,3416640
Indonesia,DIPHTHERIA,Diphtheria,SEAR,2018,1026,"Diphtheria-containing vaccine, 5th dose (2nd booster)",DIPHCV5,4777746,3828838
Indonesia,PERTUSSIS,Pertussis,SEAR,2018,40,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,4776020,3416640
Indonesia,MEASLES,Measles,SEAR,2018,5300,"Measles-containing vaccine, 2nd dose",MCV2,4776020,3223157
Indonesia,MEASLES,Measles,SEAR,2018,5300,"Measles-containing vaccine, 1st dose",MCV1,4720024,4340125
Indonesia,POLIO,Poliomyelitis,SEAR,2018,1,"Inactivated polio-containing vaccine, 1st dose",IPV1,4665532,3098244
Indonesia,DIPHTHERIA,Diphtheria,SEAR,2018,1026,"DTP-containing vaccine, 3rd dose",DTPCV3,4720024,4372606
Indonesia,PERTUSSIS,Pertussis,SEAR,2018,40,"DTP-containing vaccine, 3rd dose",DTPCV3,4720024,4372606
Indonesia,DIPHTHERIA,Diphtheria,SEAR,2018,1026,"DTP-containing vaccine, 1st dose",DTPCV1,4720024,4477995
Indonesia,PERTUSSIS,Pertussis,SEAR,2018,40,"DTP-containing vaccine, 1st dose",DTPCV1,4720024,4477995
Indonesia,DIPHTHERIA,Diphtheria,SEAR,2018,1026,"Diphtheria-containing vaccine, 6th dose (3rd booster)",DIPHCV6,4716224,3898040
Indonesia,RUBELLA,Rubella,SEAR,2018,1767,"Rubella-containing vaccine, 1st dose",RCV1,4720024,2704535
Indonesia,CRS,"Congenital rubella syndrome",SEAR,2018,188,"Rubella-containing vaccine, 1st dose",RCV1,4720024,2704535
Bhutan,RUBELLA,Rubella,SEAR,2019,7,"Rubella-containing vaccine, 1st dose",RCV1,11287,11005
Bhutan,MEASLES,Measles,SEAR,2019,2,"Measles-containing vaccine, 2nd dose",MCV2,11287,10412
Bhutan,MEASLES,Measles,SEAR,2019,2,"Measles-containing vaccine, 1st dose",MCV1,11287,11005
Bhutan,PERTUSSIS,Pertussis,SEAR,2019,2,"DTP-containing vaccine, 3rd dose",DTPCV3,11287,10932
Bhutan,DIPHTHERIA,Diphtheria,SEAR,2019,1,"DTP-containing vaccine, 3rd dose",DTPCV3,11287,10932
Bhutan,PERTUSSIS,Pertussis,SEAR,2019,2,"DTP-containing vaccine, 1st dose",DTPCV1,11287,10612
Bhutan,DIPHTHERIA,Diphtheria,SEAR,2019,1,"DTP-containing vaccine, 1st dose",DTPCV1,11287,10612
Bhutan,DIPHTHERIA,Diphtheria,SEAR,2019,1,"Diphtheria-containing vaccine, 4th dose (1st booster)",DIPHCV4,11287,10325
Thailand,RUBELLA,Rubella,SEAR,2022,9,"Rubella-containing vaccine, 1st dose",RCV1,309455,266783
Thailand,PERTUSSIS,Pertussis,SEAR,2022,10,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,356539,295101
Thailand,MEASLES,Measles,SEAR,2022,64,"Measles-containing vaccine, 2nd dose",MCV2,377148,313715
Thailand,MEASLES,Measles,SEAR,2022,64,"Measles-containing vaccine, 1st dose",MCV1,309455,266783
Thailand,PERTUSSIS,Pertussis,SEAR,2022,10,"DTP-containing vaccine, 3rd dose",DTPCV3,309455,271224
Thailand,PERTUSSIS,Pertussis,SEAR,2022,10,"DTP-containing vaccine, 1st dose",DTPCV1,309455,281234
"Cook Islands",MEASLES,Measles,WPR,2000,2,"Measles-containing vaccine, 2nd dose",MCV2,2193,313
"Cook Islands",MEASLES,Measles,WPR,2000,2,"Measles-containing vaccine, 1st dose",MCV1,291,236
Cambodia,MEASLES,Measles,WPR,2000,12237,"Measles-containing vaccine, 1st dose",MCV1,411252,283827
Cambodia,PERTUSSIS,Pertussis,WPR,2000,2068,"DTP-containing vaccine, 3rd dose",DTPCV3,411252,290104
Cambodia,TTETANUS,"Total tetanus",WPR,2000,295,"DTP-containing vaccine, 3rd dose",DTPCV3,411252,290104
Cambodia,PERTUSSIS,Pertussis,WPR,2000,2068,"DTP-containing vaccine, 1st dose",DTPCV1,411252,341991
Cambodia,TTETANUS,"Total tetanus",WPR,2000,295,"DTP-containing vaccine, 1st dose",DTPCV1,411252,341991
Cambodia,NTETANUS,"Neonatal tetanus",WPR,2000,295,"Protection at birth (PAB) against neonatal tetanus",PAB,340164,188275
Cambodia,TTETANUS,"Total tetanus",WPR,2000,295,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,423192,196068
Philippines,MEASLES,Measles,WPR,2008,341,"Measles-containing vaccine, 1st dose",MCV1,2463398,2112748
Philippines,TTETANUS,"Total tetanus",WPR,2008,813,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,2737109,1333736
Philippines,TTETANUS,"Total tetanus",WPR,2008,813,"DTP-containing vaccine, 3rd dose",DTPCV3,2463398,2112436
Philippines,PERTUSSIS,Pertussis,WPR,2008,46,"DTP-containing vaccine, 3rd dose",DTPCV3,2463398,2112436
Philippines,DIPHTHERIA,Diphtheria,WPR,2008,65,"DTP-containing vaccine, 3rd dose",DTPCV3,2463398,2112436
Philippines,TTETANUS,"Total tetanus",WPR,2008,813,"DTP-containing vaccine, 1st dose",DTPCV1,2463398,2187847
Philippines,PERTUSSIS,Pertussis,WPR,2008,46,"DTP-containing vaccine, 1st dose",DTPCV1,2463398,2187847
Philippines,DIPHTHERIA,Diphtheria,WPR,2008,65,"DTP-containing vaccine, 1st dose",DTPCV1,2463398,2187847
China,PERTUSSIS,Pertussis,WPR,2011,2517,"DTP-containing vaccine, 1st dose",DTPCV1,18067474,18003075
China,PERTUSSIS,Pertussis,WPR,2011,2517,"DTP-containing vaccine, 3rd dose",DTPCV3,17680790,17612896
China,JAPENC,"Japanese encephalitis",WPR,2011,1625,"Japanese encephalitis",JAPENC,17652594,17558937
China,MEASLES,Measles,WPR,2011,9943,"Measles-containing vaccine, 1st dose",MCV1,18500827,18417566
China,MEASLES,Measles,WPR,2011,9943,"Measles-containing vaccine, 2nd dose",MCV2,17758662,17663840
China,POLIO,Poliomyelitis,WPR,2011,21,"Polio, 3rd dose",POL3,17903478,17839494
China,RUBELLA,Rubella,WPR,2011,65549,"Rubella-containing vaccine, 1st dose",RCV1,16150906,15959576
Cambodia,MEASLES,Measles,WPR,2011,722,"Measles-containing vaccine, 1st dose",MCV1,343998,318610
"Viet Nam",JAPENC,"Japanese encephalitis",WPR,2016,357,"Japanese encephalitis",JAPENC,1862401,1764640
"Viet Nam",PERTUSSIS,Pertussis,WPR,2016,267,"DTP-containing vaccine, 3rd dose",DTPCV3,1728610,1666564
"Viet Nam",TTETANUS,"Total tetanus",WPR,2016,258,"DTP-containing vaccine, 3rd dose",DTPCV3,1728610,1666564
"Viet Nam",DIPHTHERIA,Diphtheria,WPR,2016,13,"DTP-containing vaccine, 3rd dose",DTPCV3,1728610,1666564
"Viet Nam",PERTUSSIS,Pertussis,WPR,2016,267,"DTP-containing vaccine, 1st dose",DTPCV1,1728610,1666340
"Viet Nam",TTETANUS,"Total tetanus",WPR,2016,258,"DTP-containing vaccine, 1st dose",DTPCV1,1728610,1666340
"Viet Nam",DIPHTHERIA,Diphtheria,WPR,2016,13,"DTP-containing vaccine, 1st dose",DTPCV1,1728610,1666340
"Viet Nam",MEASLES,Measles,WPR,2016,46,"Measles-containing vaccine, 1st dose",MCV1,1728610,1703584
